0.02	0.0359863	0.0379471
0.04	0.0109288	0.0254183
0.06	0.100465	0.0682259
0.08	0.123779	0.0673537
0.1	0.0494809	0.0749732
0.12	0.13257	0.128174
0.14	0.109775	0.0796278
0.16	0.123617	0.128094
0.18	0.157292	0.133533
0.2	0.183786	0.153702
0.22	0.209616	0.183454
0.24	0.161347	0.172566
0.26	0.238363	0.22399
0.28	0.211501	0.186424
0.3	0.233218	0.235791
0.32	0.265399	0.23845
0.34	0.243566	0.238392
0.36	0.267557	0.266478
0.38	0.292914	0.26824
0.4	0.297225	0.282391
0.42	0.309622	0.301268
0.44	0.380028	0.338627
0.46	0.32476	0.317191
0.48	0.38456	0.382294
0.5	0.323943	0.324351
0.52	0.337568	0.361064
0.54	0.421447	0.372695
0.56	0.44248	0.390024
0.58	0.40333	0.412389
0.6	0.381705	0.412093
0.62	0.457085	0.430207
0.64	0.393103	0.387404
0.66	0.425923	0.441504
0.68	0.470756	0.431929
0.7	0.41042	0.418172
0.72	0.449693	0.460224
0.74	0.458783	0.434601
0.76	0.45724	0.453466
0.78	0.492364	0.475573
0.8	0.517558	0.487399
0.82	0.52536	0.508862
0.84	0.469587	0.493573
0.86	0.530207	0.527784
0.88	0.499141	0.484364
0.9	0.501042	0.515625
0.92	0.468336	0.483739
0.94	0.454826	0.477934
0.96	0.520688	0.494512
0.98	0.498182	0.476504
1	0.496657	0.508673
1.02	0.55387	0.526026
1.04	0.531212	0.513935
1.06	0.487956	0.520913
1.08	0.47817	0.504691
1.1	0.503989	0.495972
1.12	0.489195	0.483682
1.14	0.482514	0.493251
1.16	0.48209	0.485642
1.18	0.478602	0.480558
1.2	0.523436	0.502763
1.22	0.492441	0.485521
1.24	0.555772	0.539604
1.26	0.528448	0.510445
1.28	0.522475	0.539124
1.3	0.523214	0.525831
1.32	0.528501	0.525488
1.34	0.455116	0.489165
1.36	0.458625	0.493563
1.38	0.456407	0.455761
1.4	0.512539	0.485582
1.42	0.535986	0.496197
1.44	0.436663	0.474601
1.46	0.432455	0.484221
1.48	0.512294	0.474478
1.5	0.478009	0.455232
1.52	0.472136	0.492215
1.54	0.416024	0.447017
1.56	0.465306	0.468721
1.58	0.422684	0.419354
1.6	0.441766	0.453536
1.62	0.487525	0.455105
1.64	0.400419	0.421092
1.66	0.395439	0.441482
1.68	0.396827	0.398623
1.7	0.399104	0.397272
1.72	0.419391	0.408109
1.74	0.405706	0.402405
1.76	0.401292	0.410341
1.78	0.421406	0.413556
1.8	0.404742	0.403017
1.82	0.345923	0.383664
1.84	0.33605	0.370396
1.86	0.383966	0.364944
1.88	0.399308	0.367679
1.9	0.385178	0.384572
1.92	0.335774	0.367541
1.94	0.358563	0.37187
1.96	0.373422	0.354598
1.98	0.330111	0.344337
2	0.353469	0.363446
2.02	0.327445	0.328778
2.04	0.310759	0.332114
2.06	0.338158	0.332801
2.08	0.311473	0.311116
2.1	0.278349	0.308253
2.12	0.275357	0.293415
2.14	0.246859	0.262604
2.16	0.261844	0.268601
2.18	0.312509	0.279684
2.2	0.245917	0.25388
2.22	0.284654	0.298582
2.24	0.285889	0.265903
2.26	0.237135	0.260894
2.28	0.275967	0.280928
2.3	0.283789	0.260462
2.32	0.242629	0.259298
2.34	0.20718	0.245484
2.36	0.206859	0.224744
2.38	0.166931	0.187056
2.4	0.157341	0.1821
2.42	0.246197	0.206564
2.44	0.15338	0.155361
2.46	0.139934	0.193065
2.48	0.182801	0.168091
2.5	0.211498	0.175716
2.52	0.190165	0.186483
2.54	0.18994	0.200719
2.56	0.147799	0.168982
2.58	0.147756	0.168848
2.6	0.110705	0.129252
2.62	0.0984558	0.123106
2.64	0.0789687	0.0948368
2.66	0.131852	0.115154
2.68	0.153659	0.116314
2.7	0.114179	0.123015
2.72	0.140657	0.147158
2.74	0.0662171	0.0901978
2.76	0.105005	0.122831
2.78	0.0532519	0.0597345
2.8	0.0362746	0.0706398
2.82	0.115277	0.0842645
2.84	0.109075	0.072675
2.86	0.100151	0.107714
2.88	0.0372157	0.0731455
2.9	0.0766592	0.0884049
2.92	0.0823627	0.0597892
2.94	0.0850644	0.0808618
2.96	-0.00415878	0.039102
2.98	0.00798976	0.0465271
3	0.0775102	0.0366757
3.02	-0.0145785	-0.00329439
3.04	-0.00687608	0.0353171
3.06	-0.0235014	-0.01904
3.08	-0.0223971	-0.0146366
3.1	0.034779	0.00563881
3.12	0.0534208	0.0155118
3.14	0.0397231	0.0372511
3.16	0.00316421	0.0282925
3.18	-0.0138889	0.0129171
3.2	-0.021229	-0.00903237
3.22	0.0115132	-0.00118784
3.24	-0.0114871	-0.016358
3.26	-0.0320647	-0.0102757
3.28	-0.0402443	-0.0258657
3.3	-0.035299	-0.0336818
3.32	0.0107226	-0.0147608
3.34	-0.0649588	-0.0501289
3.36	-0.028496	-0.00888668
