0	0.00338131	0.00338131
0.01	0.161784	0.161784
0.02	0.175864	0.175864
0.03	0.0790726	0.0790726
0.04	0.0992264	0.0992264
0.05	0.253002	0.253002
0.06	0.267676	0.267676
0.07	0.119149	0.119149
0.08	0.234631	0.234631
0.09	0.0503291	0.0503291
0.1	-0.0690149	-0.0690149
0.11	0.183356	0.183356
0.12	0.315844	0.315844
0.13	0.11419	0.11419
0.14	0.179412	0.179412
0.15	0.313649	0.313649
0.16	0.0521453	0.0521453
0.17	0.394848	0.394848
0.18	0.333418	0.333418
0.19	0.25502	0.25502
0.2	0.412401	0.412401
0.21	0.198043	0.198043
0.22	0.412778	0.412778
0.23	0.292255	0.292255
0.24	0.325127	0.325127
0.25	0.162252	0.162252
0.26	0.139377	0.139377
0.27	0.242163	0.242163
0.28	0.173467	0.173467
0.29	0.176225	0.176225
0.3	0.267413	0.267413
0.31	0.411292	0.411292
0.32	0.560347	0.560347
0.33	0.253506	0.253506
0.34	0.288484	0.288484
0.35	0.445584	0.445584
0.36	0.28041	0.28041
0.37	0.317957	0.317957
0.38	0.314429	0.314429
0.39	0.652641	0.652641
0.4	0.493795	0.493795
0.41	0.35884	0.35884
0.42	0.53735	0.53735
0.43	0.498927	0.498927
0.44	0.550266	0.550266
0.45	0.381956	0.381956
0.46	0.465743	0.465743
0.47	0.643565	0.643565
0.48	0.405961	0.405961
0.49	0.416339	0.416339
0.5	0.503801	0.503801
0.51	0.411637	0.411637
0.52	0.595735	0.595735
0.53	0.486034	0.486034
0.54	0.661469	0.661469
0.55	0.466588	0.466588
0.56	0.582185	0.582185
0.57	0.722945	0.722945
0.58	0.619077	0.619077
0.59	0.654235	0.654235
0.6	0.786041	0.786041
0.61	0.761678	0.761678
0.62	0.529065	0.529065
0.63	0.798311	0.798311
0.64	0.855526	0.8
0.65	0.646346	0.646346
0.66	0.661184	0.661184
0.67	0.941756	0.8
0.68	0.758693	0.758693
0.69	0.758613	0.758613
0.7	0.966048	0.8
0.71	0.612835	0.612835
0.72	0.866539	0.8
0.73	0.841268	0.8
0.74	0.838463	0.8
0.75	0.732382	0.732382
0.76	0.927727	0.8
0.77	0.997685	0.8
0.78	0.658452	0.658452
0.79	1.00527	0.8
0.8	0.674737	0.674737
0.81	0.812152	0.8
0.82	1.05605	0.8
0.83	0.898907	0.8
0.84	0.915973	0.8
0.85	0.924715	0.8
0.86	0.962163	0.8
0.87	1.08436	0.8
0.88	0.823452	0.8
0.89	0.746687	0.746687
0.9	0.893757	0.8
0.91	0.75444	0.75444
0.92	1.04316	0.8
0.93	0.947531	0.8
0.94	1.06744	0.8
0.95	1.00343	0.8
0.96	1.08874	0.8
0.97	0.813679	0.8
0.98	1.0205	0.8
0.99	0.913082	0.8
1	1.02835	0.8
1.01	1.03309	0.8
1.02	0.963015	0.8
1.03	0.92262	0.8
1.04	0.892797	0.8
1.05	1.21071	0.8
1.06	1.0551	0.8
1.07	1.21157	0.8
1.08	1.19047	0.8
1.09	1.08675	0.8
1.1	1.18123	0.8
1.11	1.22087	0.8
1.12	1.24592	0.8
1.13	1.17575	0.8
1.14	1.04978	0.8
1.15	1.08352	0.8
1.16	1.01379	0.8
1.17	0.917077	0.8
1.18	1.06489	0.8
1.19	1.12624	0.8
1.2	0.944824	0.8
1.21	1.23187	0.8
1.22	1.14615	0.8
1.23	1.2458	0.8
1.24	1.02966	0.8
1.25	1.05639	0.8
1.26	1.08465	0.8
1.27	0.946548	0.8
1.28	1.09104	0.8
1.29	1.31905	0.8
1.3	1.06655	0.8
1.31	1.31943	0.8
1.32	1.14539	0.8
1.33	1.21614	0.8
1.34	1.02205	0.8
1.35	1.21171	0.8
1.36	1.194	0.8
1.37	1.23803	0.8
1.38	1.178	0.8
1.39	1.13313	0.8
1.4	1.06748	0.8
1.41	1.09608	0.8
1.42	1.08511	0.8
1.43	1.03886	0.8
1.44	0.991763	0.8
1.45	1.24941	0.8
1.46	1.23158	0.8
1.47	1.10955	0.8
1.48	1.26538	0.8
1.49	1.39039	0.8
1.5	1.32483	0.8
1.51	1.29449	0.8
1.52	1.30189	0.8
1.53	1.14607	0.8
1.54	1.21095	0.8
1.55	1.39789	0.8
1.56	1.26461	0.8
1.57	1.35366	0.8
1.58	1.39853	0.8
1.59	1.00587	0.8
1.6	1.3192	0.8
1.61	1.10794	0.8
1.62	1.36465	0.8
